Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike,pickup_hex8,destination_hex8,pickup_hex8_lat,pickup_hex8_lon,destination_hex8_lat,destination_hex8_lon,pickup_area_name,dropoff_area_name
Azampur,"23.867843070567336, 90.40013983176523",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",18.87,18.87,,,883cf105b9fffff,883cf10ca3fffff,23.86405178703082,90.40058395653176,23.745893606275327,90.3833880048871,"Sector 4, Uttara","Residential Area, Dhanmondi"
Azampur,"23.867843070567336, 90.40013983176523",East West University,"23.768805486749752, 90.42546167958218",13.08,13.08,,,883cf105b9fffff,883cf1396bfffff,23.86405178703082,90.40058395653176,23.766826873327872,90.42784474333791,"Sector 4, Uttara","Block B, Aftabnagar"
Azampur,"23.867843070567336, 90.40013983176523",ECB chattar,"23.824355833272744, 90.39334294663293",10.51,10.51,,,883cf105b9fffff,883cf13b45fffff,23.86405178703082,90.40058395653176,23.827192901817835,90.39341557982408,"Sector 4, Uttara","Manikdi, Dhaka Cantonment"
Azampur,"23.867843070567336, 90.40013983176523",New Eskaton,"23.74718832521819, 90.39926359648726",18.55,18.55,,,883cf105b9fffff,883cf10cb7fffff,23.86405178703082,90.40058395653176,23.74532406928553,90.4025085649191,"Sector 4, Uttara","Eskaton Garden Road, Ramna"
Azampur,"23.867843070567336, 90.40013983176523",Fakirapool,"23.732659171031635, 90.41697754122195",17.76,17.76,,,883cf105b9fffff,883cf17657fffff,23.86405178703082,90.40058395653176,23.72993788598881,90.42067468476998,"Sector 4, Uttara","Arambagh, Motijheel"
Azampur,"23.867843070567336, 90.40013983176523",Gulshan 1,"23.782041809012444, 90.41583890444907",13.0,13.0,,,883cf105b9fffff,883cf1394dfffff,23.86405178703082,90.40058395653176,23.781922670213092,90.41923841308096,"Sector 4, Uttara","Gulshan 1, Gulshan"
Azampur,"23.867843070567336, 90.40013983176523",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",12.63,12.63,,,883cf105b9fffff,883cf13b0bfffff,23.86405178703082,90.40058395653176,23.826340232581625,90.42210566233308,"Sector 4, Uttara","Beparipara, Khilkhet"
Azampur,"23.867843070567336, 90.40013983176523",Ittefaq Mor,"23.721547707395114, 90.42111636584217",19.51,19.51,,,883cf105b9fffff,883cf1761dfffff,23.86405178703082,90.40058395653176,23.722386557230863,90.42497715465107,"Sector 4, Uttara","Gopibag, Tikatuli"
Azampur,"23.867843070567336, 90.40013983176523",Kurmitola,"23.849581476455512, 90.40692877671945",6.44,6.44,,,883cf105b9fffff,883cf105b7fffff,23.86405178703082,90.40058395653176,23.84896931531486,90.4091931192449,"Sector 4, Uttara","Hazrat Shahjalal International Airport, Kurmitola"
Azampur,"23.867843070567336, 90.40013983176523",Le Meridian,"23.836505783720128, 90.41820316827958",10.98,10.98,,,883cf105b9fffff,883cf13b55fffff,23.86405178703082,90.40058395653176,23.833883976460815,90.41780164148742,"Sector 4, Uttara","Nikunja 2, Nikunja"
Azampur,"23.867843070567336, 90.40013983176523",Linked Road,"23.74588618408847, 90.39368209492494",17.43,17.43,,,883cf105b9fffff,883cf10cb5fffff,23.86405178703082,90.40058395653176,23.745609136563264,90.39294814480824,"Sector 4, Uttara","Paribagh, Shahbagh"
Azampur,"23.867843070567336, 90.40013983176523",Madani Avenue,"23.796522119458537, 90.41892630380953",10.94,10.94,,,883cf105b9fffff,883cf13b23fffff,23.86405178703082,90.40058395653176,23.796730371644948,90.42019406381806,"Sector 4, Uttara","Madani Avenue Baridhara, Notun Bazar"
Azampur,"23.867843070567336, 90.40013983176523",Malibagh,"23.748206666885658, 90.41264211577844",15.5,15.5,,,883cf105b9fffff,883cf17659fffff,23.86405178703082,90.40058395653176,23.74503840440612,90.41206926469968,"Sector 4, Uttara","Mouchak Market, Malibagh"
Azampur,"23.867843070567336, 90.40013983176523",Mirpur 10,"23.80719467382045, 90.36908602159754",11.94,11.94,,,883cf105b9fffff,883cf10eb1fffff,23.86405178703082,90.40058395653176,23.80569435248921,90.36807957086396,"Sector 4, Uttara","Folpotti, Mirpur 10"
Azampur,"23.867843070567336, 90.40013983176523",Mirpur 12,"23.82880505133161, 90.36427498908792",9.48,9.48,,,883cf105b9fffff,883cf10e9dfffff,23.86405178703082,90.40058395653176,23.82804017665585,90.3647280201902,"Sector 4, Uttara","Block A, Mirpur 12"
Azampur,"23.867843070567336, 90.40013983176523",Mirpur 6,"23.813477192366605, 90.3627958992709",11.6,11.6,,,883cf105b9fffff,883cf10eb9fffff,23.86405178703082,90.40058395653176,23.813237419031424,90.3637752279297,"Sector 4, Uttara","Block C, Mirpur 6"
Azampur,"23.867843070567336, 90.40013983176523",Mirpur DOHS,"23.836393407300772, 90.36762887451556",8.77,8.77,,,883cf105b9fffff,883cf10e99fffff,23.86405178703082,90.40058395653176,23.83530007634864,90.36998566487178,"Sector 4, Uttara","Mirpur DOHS, Shagufta"
Azampur,"23.867843070567336, 90.40013983176523",Moghbazar,"23.749429419450692, 90.40863148744401",17.85,17.85,,,883cf105b9fffff,883cf10cb3fffff,23.86405178703082,90.40058395653176,23.75258759348207,90.40776631458964,"Sector 4, Uttara","Greenway, Moghbazar"
Azampur,"23.867843070567336, 90.40013983176523",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",15.33,15.33,,,883cf105b9fffff,883cf10c99fffff,23.86405178703082,90.40058395653176,23.782492961011723,90.40011446771334,"Sector 4, Uttara","Block L, Banani"
Azampur,"23.867843070567336, 90.40013983176523",Niketan,"23.773793555853857, 90.41078375783205",14.25,14.25,,,883cf105b9fffff,883cf10c93fffff,23.86405178703082,90.40058395653176,23.774660976459952,90.41397966107492,"Sector 4, Uttara","Gulshan 1, Gulshan"
Azampur,"23.867843070567336, 90.40013983176523",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",2.37,2.37,,,883cf105b9fffff,883cf105b9fffff,23.86405178703082,90.40058395653176,23.86405178703082,90.40058395653176,"Sector 4, Uttara","Sector 4, Uttara"
Azampur,"23.867843070567336, 90.40013983176523",Shahjadpur,"23.791699886032266, 90.42491413547074",10.35,10.35,,,883cf105b9fffff,883cf13949fffff,23.86405178703082,90.40058395653176,23.789183856737147,90.42449751415508,"Sector 4, Uttara","North Badda, Badda"
Azampur,"23.867843070567336, 90.40013983176523",Shishu Hospital,"23.774720021541565, 90.3696989138121",17.14,17.14,,,883cf105b9fffff,883cf10cc7fffff,23.86405178703082,90.40058395653176,23.77608124036896,90.36617387184424,"Sector 4, Uttara","Shyamoli, Mohammadpur"
Azampur,"23.867843070567336, 90.40013983176523",UIU,"23.798010494541813, 90.44969926609087",12.53,12.53,,,883cf105b9fffff,883cf13959fffff,23.86405178703082,90.40058395653176,23.795871067089926,90.44888359942854,"Sector 4, Uttara","Madani Avenue, 100 Feet Road"
Azampur,"23.867843070567336, 90.40013983176523",Uttara 11,"23.876169717607542, 90.38720611542203",2.29,2.29,,,883cf105b9fffff,883cf10581fffff,23.86405178703082,90.40058395653176,23.871874347009527,90.38671480562256,"Sector 4, Uttara",
Azampur,"23.867843070567336, 90.40013983176523",Uttara 18,"23.855123330036513, 90.35777437647893",7.09,7.09,,,883cf105b9fffff,883cf105e5fffff,23.86405178703082,90.40058395653176,23.85792094992267,90.35707092500134,"Sector 4, Uttara",
Azampur,"23.867843070567336, 90.40013983176523",Uttara 8,"23.87642523160438, 90.4027025919781",1.18,1.18,,,883cf105b9fffff,883cf1059dfffff,23.86405178703082,90.40058395653176,23.878848792964828,90.40153887813072,"Sector 4, Uttara","Sector 8, Uttara"
Babubazar,"23.714359664356653, 90.39458752348794",Banani SuperMarket,"23.79350541605234, 90.40689722271105",11.75,11.61,,,883cf1766bfffff,883cf13b25fffff,23.715980033396846,90.39104018051889,23.78975453851014,90.40537278031884,"Lalbagh, Dhaka","Block G, Banani"
Babubazar,"23.714359664356653, 90.39458752348794",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",4.74,4.59,,,883cf1766bfffff,883cf10cbdfffff,23.715980033396846,90.39104018051889,23.753157519825887,90.3886449653357,"Lalbagh, Dhaka","Green Road, Panthapath"
Babubazar,"23.714359664356653, 90.39458752348794",Brac University,"23.773372892644524, 90.42482029492592",10.14,9.99,,,883cf1766bfffff,883cf13945fffff,23.715980033396846,90.39104018051889,23.774375128911405,90.42354165830746,"Lalbagh, Dhaka","South Badda, Badda"
Babubazar,"23.714359664356653, 90.39458752348794",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",6.27,6.12,,,883cf1766bfffff,883cf10ca9fffff,23.715980033396846,90.39104018051889,23.753725055313375,90.36952473783344,"Lalbagh, Dhaka","Block D, Lalmatia"
Babubazar,"23.714359664356653, 90.39458752348794",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",5.54,5.4,,,883cf1766bfffff,883cf10ca1fffff,23.715980033396846,90.39104018051889,23.74617747845789,90.37382814567574,"Lalbagh, Dhaka","Residential Area, Dhanmondi"
Babubazar,"23.714359664356653, 90.39458752348794",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",4.11,3.96,,,883cf1766bfffff,883cf10ca7fffff,23.715980033396846,90.39104018051889,23.738629187547115,90.37813139390512,"Lalbagh, Dhaka","Residential Area, Dhanmondi"
Babubazar,"23.714359664356653, 90.39458752348794",Fakirapool,"23.732659171031635, 90.41697754122195",4.59,4.44,,,883cf1766bfffff,883cf17657fffff,23.715980033396846,90.39104018051889,23.72993788598881,90.42067468476998,"Lalbagh, Dhaka","Arambagh, Motijheel"
Babubazar,"23.714359664356653, 90.39458752348794",Gabtoli,"23.78375365953661, 90.34394491819548",13.42,13.27,,,883cf1766bfffff,883cf10c1bfffff,23.715980033396846,90.39104018051889,23.78418947258472,90.3427493651436,"Lalbagh, Dhaka","Bagbari, Gabtoli"
Babubazar,"23.714359664356653, 90.39458752348794",Golapbagh,"23.718521712715287, 90.42874810241406",5.12,5.27,,,883cf1766bfffff,883cf17615fffff,23.715980033396846,90.39104018051889,23.71483451582931,90.42927946437668,"Lalbagh, Dhaka","Brammonchiron, Sayedabad"
Babubazar,"23.714359664356653, 90.39458752348794",Gulshan 1,"23.782041809012444, 90.41583890444907",9.62,9.48,,,883cf1766bfffff,883cf1394dfffff,23.715980033396846,90.39104018051889,23.781922670213092,90.41923841308096,"Lalbagh, Dhaka","Gulshan 1, Gulshan"
Babubazar,"23.714359664356653, 90.39458752348794",Linked Road,"23.74588618408847, 90.39368209492494",4.19,4.05,,,883cf1766bfffff,883cf10cb5fffff,23.715980033396846,90.39104018051889,23.745609136563264,90.39294814480824,"Lalbagh, Dhaka","Paribagh, Shahbagh"
Babubazar,"23.714359664356653, 90.39458752348794",Malibagh,"23.748206666885658, 90.41264211577844",6.19,6.05,,,883cf1766bfffff,883cf17659fffff,23.715980033396846,90.39104018051889,23.74503840440612,90.41206926469968,"Lalbagh, Dhaka","Mouchak Market, Malibagh"
Babubazar,"23.714359664356653, 90.39458752348794",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",8.85,8.7,,,883cf1766bfffff,883cf10c99fffff,23.715980033396846,90.39104018051889,23.782492961011723,90.40011446771334,"Lalbagh, Dhaka","Block L, Banani"
Babubazar,"23.714359664356653, 90.39458752348794",Nabinagar Housing,"23.75914645303138, 90.34560142302898",10.59,8.88,,,883cf1766bfffff,883cf10cedfffff,23.715980033396846,90.39104018051889,23.76183625547636,90.34610184166168,"Lalbagh, Dhaka","Nabi Nagar Housing, Mohammadpur"
Babubazar,"23.714359664356653, 90.39458752348794",Noor jahan Road,"23.760621916497936, 90.36176280206402",9.51,8.85,,,883cf1766bfffff,883cf10ce3fffff,23.715980033396846,90.39104018051889,23.76127191782245,90.36522117041784,"Lalbagh, Dhaka","Sher Shah Suri Road, Mohammadpur"
Babubazar,"23.714359664356653, 90.39458752348794",Shishu Hospital,"23.774720021541565, 90.3696989138121",11.11,10.97,,,883cf1766bfffff,883cf10cc7fffff,23.715980033396846,90.39104018051889,23.77608124036896,90.36617387184424,"Lalbagh, Dhaka","Shyamoli, Mohammadpur"
Babubazar,"23.714359664356653, 90.39458752348794",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",5.76,5.62,,,883cf1766bfffff,883cf10cb9fffff,23.715980033396846,90.39104018051889,23.76042092782806,90.39390227519722,"Lalbagh, Dhaka","Tejkunipara, Tejgaon"
Badda,"23.780568079273614, 90.42649619466724",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",6.87,6.87,,,883cf13941fffff,883cf17655fffff,23.781636627099605,90.42880080426934,23.730224356130343,90.41111421491782,"Adarsha Nagar, Badda","Purana Paltan, Paltan"
Badda,"23.780568079273614, 90.42649619466724",Baldha Garden,"23.716916774125067, 90.41941883725221",9.16,8.58,,,883cf13941fffff,883cf17603fffff,23.781636627099605,90.42880080426934,23.71512179069552,90.41971922487646,"Adarsha Nagar, Badda","Narinda, Wari"
Badda,"23.780568079273614, 90.42649619466724",Banani SuperMarket,"23.79350541605234, 90.40689722271105",3.61,3.61,,,883cf13941fffff,883cf13b25fffff,23.781636627099605,90.42880080426934,23.78975453851014,90.40537278031884,"Adarsha Nagar, Badda","Block G, Banani"
Badda,"23.780568079273614, 90.42649619466724",Banani Block J,"23.796668895469587, 90.40603147773179",4.07,4.07,,,883cf13941fffff,883cf13b21fffff,23.781636627099605,90.42880080426934,23.797015608806998,90.41063144219832,"Adarsha Nagar, Badda","Gulshan 2, Gulshan"
Badda,"23.780568079273614, 90.42649619466724",Banasree Block C,"23.762317411154488, 90.43041073855908",3.12,3.12,,,883cf13941fffff,883cf13963fffff,23.781636627099605,90.42880080426934,23.759277903753738,90.43214766813276,"Adarsha Nagar, Badda","Bhuiyapara, Meradia"
Badda,"23.780568079273614, 90.42649619466724",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475",7.57,7.57,,,883cf13941fffff,883cf1764bfffff,23.781636627099605,90.42880080426934,23.738060039513314,90.3972511644559,"Adarsha Nagar, Badda","Shahbagh, Ramna"
Badda,"23.780568079273614, 90.42649619466724",Bangabazar,"23.72371785638331, 90.4058524372524",7.59,7.59,,,883cf13941fffff,883cf17609fffff,23.781636627099605,90.42880080426934,23.72295970521749,90.40585672411808,"Adarsha Nagar, Badda","Siddique Bazar, Bangshal"
Badda,"23.780568079273614, 90.42649619466724",Bangla College,"23.784715054761264, 90.35250376609038",11.52,11.52,,,883cf13941fffff,883cf10ccdfffff,23.781636627099605,90.42880080426934,23.783908216362452,90.35230951112833,"Adarsha Nagar, Badda","Darus Salam, Kallyanpur"
Badda,"23.780568079273614, 90.42649619466724",Baridhara DOHS,"23.813084105710036, 90.4129734607382",6.18,6.18,,,883cf13941fffff,883cf13b05fffff,23.781636627099605,90.42880080426934,23.811821256108267,90.41158668263424,"Adarsha Nagar, Badda","Block K, Baridhara DOHS"
Badda,"23.780568079273614, 90.42649619466724",Basabo,"23.74201426029004, 90.42840780452333",6.6,6.6,,,883cf13941fffff,883cf1392dfffff,23.781636627099605,90.42880080426934,23.744465281698748,90.43119150118908,"Adarsha Nagar, Badda","North Bashabo, Bashabo"
Badda,"23.780568079273614, 90.42649619466724",Bashundhara Block C,"23.81949603415762, 90.42738524683234",10.17,10.17,,,883cf13941fffff,883cf13b03fffff,23.781636627099605,90.42880080426934,23.81879577278778,90.42640952294214,"Adarsha Nagar, Badda","Block C, Bashundhara R/A"
Badda,"23.780568079273614, 90.42649619466724",Bashundhara Block D,"23.815210726954167, 90.43302101821708",7.59,7.59,,,883cf13941fffff,883cf13b15fffff,23.781636627099605,90.42880080426934,23.818509947651417,90.43597332650424,"Adarsha Nagar, Badda","Block D, Bashundhara R/A"
Badda,"23.780568079273614, 90.42649619466724",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",6.9,6.9,,,883cf13941fffff,883cf10cbdfffff,23.781636627099605,90.42880080426934,23.753157519825887,90.3886449653357,"Adarsha Nagar, Badda","Green Road, Panthapath"
Badda,"23.780568079273614, 90.42649619466724",Bashundhara Gate,"23.811875111391196, 90.4214912547236",8.42,8.42,,,883cf13941fffff,883cf13b07fffff,23.781636627099605,90.42880080426934,23.811536226315752,90.42114981356382,"Adarsha Nagar, Badda","Nadda, Kalachandpur"
Badda,"23.780568079273614, 90.42649619466724",Bongshal,"23.717267299148716, 90.40244543195982",9.77,9.77,,,883cf13941fffff,883cf1760dfffff,23.781636627099605,90.42880080426934,23.71569454944354,90.40059958242752,"Adarsha Nagar, Badda","Armanitola, Bangshal"
Badda,"23.780568079273614, 90.42649619466724",Bosila,"23.755536214623834, 90.3561451998845",9.93,9.93,,,883cf13941fffff,883cf10ce7fffff,23.781636627099605,90.42880080426934,23.75400792657669,90.3599650460391,"Adarsha Nagar, Badda","Kedarabad Housing, Mohammadpur"
Badda,"23.780568079273614, 90.42649619466724",BUET,"23.726717170489835, 90.39263491266497",8.49,8.49,,,883cf13941fffff,883cf17641fffff,23.781636627099605,90.42880080426934,23.730795504536182,90.39199411325372,"Adarsha Nagar, Badda","Dhaka University, Shahbagh"
Badda,"23.780568079273614, 90.42649619466724",Chandni Chawk Market,"23.733968595123564, 90.38483127181993",9.19,9.19,,,883cf13941fffff,883cf1764dfffff,23.781636627099605,90.42880080426934,23.731080182872358,90.38243448248184,"Adarsha Nagar, Badda","Azimpur, Lalbagh"
Badda,"23.780568079273614, 90.42649619466724",Curzon Hall,"23.72754625142948, 90.40189379492435",7.62,7.62,,,883cf13941fffff,883cf17643fffff,23.781636627099605,90.42880080426934,23.73051022896751,90.40155402423903,"Adarsha Nagar, Badda","High-court Area, Shahbagh"
Badda,"23.780568079273614, 90.42649619466724",Dhaka College,"23.735731619622754, 90.38374921026826",10.06,10.06,,,883cf13941fffff,883cf17649fffff,23.781636627099605,90.42880080426934,23.73834491222074,90.3876911389497,"Adarsha Nagar, Badda","Elephant Road, New Market"
Badda,"23.780568079273614, 90.42649619466724",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",8.06,8.06,,,883cf13941fffff,883cf17647fffff,23.781636627099605,90.42880080426934,23.72324538351322,90.39629692775954,"Adarsha Nagar, Badda","Bakshi Bazar, Old Dhaka"
Badda,"23.780568079273614, 90.42649619466724",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",8.51,8.51,,,883cf13941fffff,883cf10cabfffff,23.781636627099605,90.42880080426934,23.753441586408567,90.37908471110562,"Adarsha Nagar, Badda","Shukrabad, Dhanmondi 32"
Badda,"23.780568079273614, 90.42649619466724",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",9.71,9.71,,,883cf13941fffff,883cf10ca9fffff,23.781636627099605,90.42880080426934,23.753725055313375,90.36952473783344,"Adarsha Nagar, Badda","Block D, Lalmatia"
Badda,"23.780568079273614, 90.42649619466724",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",9.76,9.76,,,883cf13941fffff,883cf10ca1fffff,23.781636627099605,90.42880080426934,23.74617747845789,90.37382814567574,"Adarsha Nagar, Badda","Residential Area, Dhanmondi"
Badda,"23.780568079273614, 90.42649619466724",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",8.97,8.97,,,883cf13941fffff,883cf10ca7fffff,23.781636627099605,90.42880080426934,23.738629187547115,90.37813139390512,"Adarsha Nagar, Badda","Residential Area, Dhanmondi"
Badda,"23.780568079273614, 90.42649619466724",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",9.2,9.2,,,883cf13941fffff,883cf10ca3fffff,23.781636627099605,90.42880080426934,23.745893606275327,90.3833880048871,"Adarsha Nagar, Badda","Residential Area, Dhanmondi"
Badda,"23.780568079273614, 90.42649619466724",East West University,"23.768805486749752, 90.42546167958218",1.59,1.59,,,883cf13941fffff,883cf1396bfffff,23.781636627099605,90.42880080426934,23.766826873327872,90.42784474333791,"Adarsha Nagar, Badda","Block B, Aftabnagar"
Badda,"23.780568079273614, 90.42649619466724",New Eskaton,"23.74718832521819, 90.39926359648726",7.06,7.06,,,883cf13941fffff,883cf10cb7fffff,23.781636627099605,90.42880080426934,23.74532406928553,90.4025085649191,"Adarsha Nagar, Badda","Eskaton Garden Road, Ramna"
Badda,"23.780568079273614, 90.42649619466724",Fakirapool,"23.732659171031635, 90.41697754122195",6.27,6.27,,,883cf13941fffff,883cf17657fffff,23.781636627099605,90.42880080426934,23.72993788598881,90.42067468476998,"Adarsha Nagar, Badda","Arambagh, Motijheel"
Badda,"23.780568079273614, 90.42649619466724",Gabtoli,"23.78375365953661, 90.34394491819548",12.93,12.93,,,883cf13941fffff,883cf10c1bfffff,23.781636627099605,90.42880080426934,23.78418947258472,90.3427493651436,"Adarsha Nagar, Badda","Bagbari, Gabtoli"
Badda,"23.780568079273614, 90.42649619466724",Gandaria,"23.702360538127046, 90.42634796579934",11.05,11.42,,,883cf13941fffff,883cf17631fffff,23.781636627099605,90.42880080426934,23.7000163753168,90.42832359447829,"Adarsha Nagar, Badda","Faridabad, Gendaria"
Badda,"23.780568079273614, 90.42649619466724",Golapbagh,"23.718521712715287, 90.42874810241406",10.05,10.05,,,883cf13941fffff,883cf17615fffff,23.781636627099605,90.42880080426934,23.71483451582931,90.42927946437668,"Adarsha Nagar, Badda","Brammonchiron, Sayedabad"
Badda,"23.780568079273614, 90.42649619466724",Gulshan 1,"23.782041809012444, 90.41583890444907",1.48,1.48,,,883cf13941fffff,883cf1394dfffff,23.781636627099605,90.42880080426934,23.781922670213092,90.41923841308096,"Adarsha Nagar, Badda","Gulshan 1, Gulshan"
Badda,"23.780568079273614, 90.42649619466724",Hatirjheel,"23.76902204182111, 90.42262363725398",2.53,2.53,,,883cf13941fffff,883cf13969fffff,23.781636627099605,90.42880080426934,23.767113123665496,90.41828286133764,"Adarsha Nagar, Badda","Ulon, Rampura"
Badda,"23.780568079273614, 90.42649619466724",Ibrahimpur,"23.79430766996591, 90.38366581364772",7.52,7.0,,,883cf13941fffff,883cf10cd9fffff,23.781636627099605,90.42880080426934,23.797867727728008,90.38194525537764,"Adarsha Nagar, Badda","Ibrahimpur, Mirpur 14"
Badda,"23.780568079273614, 90.42649619466724",Ittefaq Mor,"23.721547707395114, 90.42111636584217",8.02,8.02,,,883cf13941fffff,883cf1761dfffff,23.781636627099605,90.42880080426934,23.722386557230863,90.42497715465107,"Adarsha Nagar, Badda","Gopibag, Tikatuli"
Badda,"23.780568079273614, 90.42649619466724",Jagannath University,"23.708881117200264, 90.41038871597911",9.27,9.27,,,883cf13941fffff,883cf17607fffff,23.781636627099605,90.42880080426934,23.707856519272116,90.41446164400531,"Adarsha Nagar, Badda","Laxmibazar, Sutrapur"
Badda,"23.780568079273614, 90.42649619466724",Kakrail,"23.7387925105459, 90.40645995663675",6.14,6.19,,,883cf13941fffff,883cf1765dfffff,23.781636627099605,90.42880080426934,23.73777456938876,90.40681146990369,"Adarsha Nagar, Badda","Kakrail, Ramna"
Badda,"23.780568079273614, 90.42649619466724",Kurmitola,"23.849581476455512, 90.40692877671945",9.77,9.77,,,883cf13941fffff,883cf105b7fffff,23.781636627099605,90.42880080426934,23.84896931531486,90.4091931192449,"Adarsha Nagar, Badda","Hazrat Shahjalal International Airport, Kurmitola"
Badda,"23.780568079273614, 90.42649619466724",Linked Road,"23.74588618408847, 90.39368209492494",6.64,6.64,,,883cf13941fffff,883cf10cb5fffff,23.781636627099605,90.42880080426934,23.745609136563264,90.39294814480824,"Adarsha Nagar, Badda","Paribagh, Shahbagh"
Badda,"23.780568079273614, 90.42649619466724",Madani Avenue,"23.796522119458537, 90.41892630380953",3.05,3.05,,,883cf13941fffff,883cf13b23fffff,23.781636627099605,90.42880080426934,23.796730371644948,90.42019406381806,"Adarsha Nagar, Badda","Madani Avenue Baridhara, Notun Bazar"
Badda,"23.780568079273614, 90.42649619466724",Malibagh,"23.748206666885658, 90.41264211577844",4.02,4.02,,,883cf13941fffff,883cf17659fffff,23.781636627099605,90.42880080426934,23.74503840440612,90.41206926469968,"Adarsha Nagar, Badda","Mouchak Market, Malibagh"
Badda,"23.780568079273614, 90.42649619466724",Mohakhali,"23.777854677596434, 90.40604839490996",2.58,2.58,,,883cf13941fffff,883cf10c91fffff,23.781636627099605,90.42880080426934,23.774946225704827,90.40441794294416,"Adarsha Nagar, Badda","Dakkhinpara, Mohakhali"
Badda,"23.780568079273614, 90.42649619466724",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",5.88,5.88,,,883cf13941fffff,883cf10c99fffff,23.781636627099605,90.42880080426934,23.782492961011723,90.40011446771334,"Adarsha Nagar, Badda","Block L, Banani"
Badda,"23.780568079273614, 90.42649619466724",Mohammadpur,"23.7663733521534, 90.35838993349377",9.2,9.2,,,883cf13941fffff,883cf10cebfffff,23.781636627099605,90.42880080426934,23.768818065694155,90.36091744346868,"Adarsha Nagar, Badda","Shyamoli, Mohammadpur"
Badda,"23.780568079273614, 90.42649619466724",Nakhalpara,"23.770702222003415, 90.39587895540527",4.83,4.83,,,883cf13941fffff,883cf10c95fffff,23.781636627099605,90.42880080426934,23.76768382991121,90.39915993441797,"Adarsha Nagar, Badda","East Nakhalpara, Tejgaon"
Badda,"23.780568079273614, 90.42649619466724",Narinda,"23.710683127844753, 90.4205271484302",9.71,9.71,,,883cf13941fffff,883cf17639fffff,23.781636627099605,90.42880080426934,23.707569439103068,90.42402148974176,"Adarsha Nagar, Badda","Dhupkhola, Gendaria"
Badda,"23.780568079273614, 90.42649619466724",Naya Paltan,"23.73459027801036, 90.41371487931436",6.6,6.6,,,883cf13941fffff,883cf17651fffff,23.781636627099605,90.42880080426934,23.737488501811157,90.41637205477298,"Adarsha Nagar, Badda","Shantinagar, Kakrail"
Badda,"23.780568079273614, 90.42649619466724",Niketan,"23.773793555853857, 90.41078375783205",2.74,2.74,,,883cf13941fffff,883cf10c93fffff,23.781636627099605,90.42880080426934,23.774660976459952,90.41397966107492,"Adarsha Nagar, Badda","Gulshan 1, Gulshan"
Badda,"23.780568079273614, 90.42649619466724",Shewrapara,"23.79094369753041, 90.37486012421229",9.22,9.22,,,883cf13941fffff,883cf10cddfffff,23.781636627099605,90.42880080426934,23.79060607175627,90.37668777785234,"Adarsha Nagar, Badda","East Shewrapara, Mirpur"
Badda,"23.780568079273614, 90.42649619466724",Shishu Hospital,"23.774720021541565, 90.3696989138121",10.62,10.62,,,883cf13941fffff,883cf10cc7fffff,23.781636627099605,90.42880080426934,23.77608124036896,90.36617387184424,"Adarsha Nagar, Badda","Shyamoli, Mohammadpur"
Badda,"23.780568079273614, 90.42649619466724",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",6.38,6.38,,,883cf13941fffff,883cf10cb9fffff,23.781636627099605,90.42880080426934,23.76042092782806,90.39390227519722,"Adarsha Nagar, Badda","Tejkunipara, Tejgaon"
Badda,"23.780568079273614, 90.42649619466724",Uttara 5,"23.864761239707796, 90.38997472577391",12.21,12.21,,,883cf13941fffff,883cf10587fffff,23.781636627099605,90.42880080426934,23.86433459113515,90.39101974165584,"Adarsha Nagar, Badda",
Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",Banani SuperMarket,"23.79350541605234, 90.40689722271105",10.46,10.46,,,883cf17655fffff,883cf13b25fffff,23.730224356130343,90.41111421491782,23.78975453851014,90.40537278031884,"Purana Paltan, Paltan","Block G, Banani"
Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",Banani Block J,"23.796668895469587, 90.40603147773179",10.92,10.92,,,883cf17655fffff,883cf13b21fffff,23.730224356130343,90.41111421491782,23.797015608806998,90.41063144219832,"Purana Paltan, Paltan","Gulshan 2, Gulshan"
