Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Curzon Hall,"23.72754625142948, 90.40189379492435",Shankar,"23.750878640826883, 90.36846011026877",6.45,6.45,,
Curzon Hall,"23.72754625142948, 90.40189379492435",Shapla Chattar,"23.726744038603808, 90.42164096026795",2.34,2.34,,
Curzon Hall,"23.72754625142948, 90.40189379492435",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",3.47,3.47,,
Curzon Hall,"23.72754625142948, 90.40189379492435",Tejturi Bazar,"23.75623497189328, 90.39215451399026",4.79,4.79,,
Curzon Hall,"23.72754625142948, 90.40189379492435",Ulon,"23.763986452595397, 90.41828430393944",5.32,5.32,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",2.2,2.2,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",2.79,2.79,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",2.07,2.07,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",2.17,2.17,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",1.96,1.96,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",2.33,2.33,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",3.19,3.19,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",2.43,2.43,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",2.89,2.89,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",2.63,2.63,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928",2.58,2.58,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",0.86,0.86,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",0.95,0.95,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",1.94,1.94,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",1.05,1.05,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",1.84,1.84,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",1.22,1.22,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",1.96,1.96,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",1.3,1.3,,
Dhaka College,"23.735731619622754, 90.38374921026826",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",2.22,2.22,,
Dhaka College,"23.735731619622754, 90.38374921026826",DIT Project,"23.773401431652626, 90.42539669118638",7.13,7.13,,
Dhaka College,"23.735731619622754, 90.38374921026826",Donia,"23.70373276674018, 90.44888702333212",8.31,8.36,,
Dhaka College,"23.735731619622754, 90.38374921026826",East Rampura,"23.760466063044532, 90.42019006001247",5.9,5.9,,
Dhaka College,"23.735731619622754, 90.38374921026826",East West University,"23.768805486749752, 90.42546167958218",8.61,8.61,,
Dhaka College,"23.735731619622754, 90.38374921026826",New Eskaton,"23.74718832521819, 90.39926359648726",6.07,6.07,,
Dhaka College,"23.735731619622754, 90.38374921026826",Evercare Hospital,"23.810482241984165, 90.43129699095799",15.46,15.46,,
Dhaka College,"23.735731619622754, 90.38374921026826",Fakirapool,"23.732659171031635, 90.41697754122195",4.87,4.87,,
Dhaka College,"23.735731619622754, 90.38374921026826",Farmgate,"23.756173521829375, 90.38704401820739",2.85,2.85,,
Dhaka College,"23.735731619622754, 90.38374921026826",Gabtoli,"23.78375365953661, 90.34394491819548",8.48,8.48,,
Dhaka College,"23.735731619622754, 90.38374921026826",Golapbagh,"23.718521712715287, 90.42874810241406",6.34,6.34,,
Dhaka College,"23.735731619622754, 90.38374921026826",Green Road,"23.74918962367928, 90.38642243725327",1.73,1.73,,
Dhaka College,"23.735731619622754, 90.38374921026826",Gulshan 1,"23.782041809012444, 90.41583890444907",7.84,7.84,,
Dhaka College,"23.735731619622754, 90.38374921026826",Gulshan 2,"23.79478879910383, 90.41424260763533",9.98,9.98,,
Dhaka College,"23.735731619622754, 90.38374921026826",Hatirjheel,"23.76902204182111, 90.42262363725398",7.77,7.77,,
Dhaka College,"23.735731619622754, 90.38374921026826",High Court area,"23.73090866273321, 90.40338923639176",2.7,2.7,,
Dhaka College,"23.735731619622754, 90.38374921026826",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",3.16,3.16,,
Dhaka College,"23.735731619622754, 90.38374921026826",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",13.34,13.34,,
Dhaka College,"23.735731619622754, 90.38374921026826",Islampur,"23.71111601031198, 90.4054698660879",4.55,4.55,,
Dhaka College,"23.735731619622754, 90.38374921026826",Ittefaq Mor,"23.721547707395114, 90.42111636584217",5.7,5.7,,
Dhaka College,"23.735731619622754, 90.38374921026826",Jagannath University,"23.708881117200264, 90.41038871597911",5.39,5.39,,
Dhaka College,"23.735731619622754, 90.38374921026826",Jamuna Future Park,"23.81379627952912, 90.42422856609141",14.18,14.18,,
Dhaka College,"23.735731619622754, 90.38374921026826",Japan Garden City,"23.764672297272995, 90.35849825973594",5.08,5.08,,
Dhaka College,"23.735731619622754, 90.38374921026826",Jatrabari,"23.711063418981738, 90.43385801072442",6.59,6.72,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kakrail,"23.7387925105459, 90.40645995663675",3.45,3.5,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kalabagan,"23.74959719710081, 90.3830759033639",1.81,1.81,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kallyanpur,"23.782258253681352, 90.35961198040336",7.07,6.7,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kamal Ataturk,"23.794078210371698, 90.40521536212151",8.9,8.9,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kamalapur,"23.733821343489772, 90.42606349885396",6.42,6.42,,
Dhaka College,"23.735731619622754, 90.38374921026826",Khilgaon,"23.75084886751309, 90.42072538370277",6.04,6.04,,
Dhaka College,"23.735731619622754, 90.38374921026826",Kuril,"23.819103914136477, 90.42182338455416",13.35,13.35,,
Dhaka College,"23.735731619622754, 90.38374921026826",Labaid Gulshan,"23.79568677446299, 90.41290757246027",9.98,9.98,,
Dhaka College,"23.735731619622754, 90.38374921026826",Lalmatia,"23.756310855321406, 90.36826726840225",3.38,3.38,,
Dhaka College,"23.735731619622754, 90.38374921026826",Le Meridian,"23.836505783720128, 90.41820316827958",13.21,13.21,,
Dhaka College,"23.735731619622754, 90.38374921026826",Madani Avenue,"23.796522119458537, 90.41892630380953",10.49,10.49,,
Dhaka College,"23.735731619622754, 90.38374921026826",Malibagh,"23.748206666885658, 90.41264211577844",4.74,4.74,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 1,"23.799924575462516, 90.35540223205751",10.63,10.63,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 2,"23.807688826153495, 90.35653333865862",10.84,10.84,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mirpur 6,"23.813477192366605, 90.3627958992709",10.2,10.2,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mitford Hospital,"23.710241130066684, 90.40146387971537",4.66,4.66,,
Dhaka College,"23.735731619622754, 90.38374921026826",Moghbazar,"23.749429419450692, 90.40863148744401",3.58,3.58,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohakhali,"23.777854677596434, 90.40604839490996",7.17,7.17,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",7.11,7.11,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",6.32,6.32,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",5.35,5.35,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohammadpur,"23.7663733521534, 90.35838993349377",5.27,5.27,,
Dhaka College,"23.735731619622754, 90.38374921026826",Mohanogor Project,"23.76520526494669, 90.41386759492562",6.81,6.81,,
Dhaka College,"23.735731619622754, 90.38374921026826",Monipuripara,"23.761551705506246, 90.38597592588681",3.57,3.59,,
Dhaka College,"23.735731619622754, 90.38374921026826",Motijheel,"23.73295803071134, 90.41707926909248",4.88,4.88,,
Dhaka College,"23.735731619622754, 90.38374921026826",Nabinagar Housing,"23.75914645303138, 90.34560142302898",5.83,5.83,,
Dhaka College,"23.735731619622754, 90.38374921026826",Nakhalpara,"23.770702222003415, 90.39587895540527",5.95,5.95,,
Dhaka College,"23.735731619622754, 90.38374921026826",Narinda,"23.710683127844753, 90.4205271484302",5.83,5.83,,
Dhaka College,"23.735731619622754, 90.38374921026826",Naya Paltan,"23.73459027801036, 90.41371487931436",4.89,4.89,,
Dhaka College,"23.735731619622754, 90.38374921026826",Nayabazar,"23.714576772747364, 90.40403403484302",4.69,4.11,,
Dhaka College,"23.735731619622754, 90.38374921026826",Niketan,"23.773793555853857, 90.41078375783205",6.95,6.95,,
Dhaka College,"23.735731619622754, 90.38374921026826",Nikunja 1,"23.8236800918188, 90.41841129675434",11.73,11.73,,
Dhaka College,"23.735731619622754, 90.38374921026826",Nikunja 2,"23.83279861213574, 90.4167626340228",13.07,13.07,,
Dhaka College,"23.735731619622754, 90.38374921026826",Noor jahan Road,"23.760621916497936, 90.36176280206402",4.74,4.23,,
Dhaka College,"23.735731619622754, 90.38374921026826",North South University,"23.815277538796973, 90.42547076424017",14.98,14.98,,
Dhaka College,"23.735731619622754, 90.38374921026826",Notun Bazar,"23.79749348795045, 90.4237139801499",11.58,11.58,,
Dhaka College,"23.735731619622754, 90.38374921026826",Osmani Udyan,"23.726089169424984, 90.40874238698586",3.66,3.66,,
Dhaka College,"23.735731619622754, 90.38374921026826",South Paikpara,"23.78462149665584, 90.36446150123909",8.13,8.13,,
Dhaka College,"23.735731619622754, 90.38374921026826",Police Plaza,"23.774242477535278, 90.41598794811036",6.89,6.89,,
Dhaka College,"23.735731619622754, 90.38374921026826",Postogola,"23.693064987141877, 90.43013918400378",9.68,9.68,,
Dhaka College,"23.735731619622754, 90.38374921026826",Press Club,"23.709590036781186, 90.42796922218056",6.67,6.7,,
Dhaka College,"23.735731619622754, 90.38374921026826",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",12.43,12.43,,
Dhaka College,"23.735731619622754, 90.38374921026826",Rampura,"23.760873486392178, 90.42061036978188",5.95,5.95,,
Dhaka College,"23.735731619622754, 90.38374921026826",Rupnagar R/A,"23.809535473019103, 90.35632046141234",11.02,11.02,,
Dhaka College,"23.735731619622754, 90.38374921026826",Sadarghat,"23.704920230821113, 90.41629392880428",6.06,6.06,,
Dhaka College,"23.735731619622754, 90.38374921026826",Satrasta,"23.75768943973771, 90.39889324889458",3.96,3.96,,
Dhaka College,"23.735731619622754, 90.38374921026826",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",6.2,6.2,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shahinbagh,"23.770207365917933, 90.39216831252685",5.43,4.68,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shahjadpur,"23.791699886032266, 90.42491413547074",12.24,12.24,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shakhari Bazar,"23.710126004019056, 90.40968349492377",5.22,5.22,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shanir Akhra,"23.699506380859372, 90.45290987467429",10.48,9.27,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shankar,"23.750878640826883, 90.36846011026877",3.04,3.04,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shapla Chattar,"23.726744038603808, 90.42164096026795",5.09,5.09,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shegunbagicha,"23.73366168283537, 90.40729600827689",3.9,3.9,,
Dhaka College,"23.735731619622754, 90.38374921026826",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",4.78,4.78,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shewrapara,"23.79094369753041, 90.37486012421229",7.19,7.19,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shiddhirganj,"23.689641810056496, 90.48395242561817",15.22,14.52,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shishu Hospital,"23.774720021541565, 90.3696989138121",5.88,5.88,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shobujbagh,"23.738909741056833, 90.42960696421137",7.63,7.63,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shoinik Club,"23.791356222216844, 90.39944605687872",7.83,7.83,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shyamoli,"23.77090557917849, 90.36384806528564",4.92,4.92,,
Dhaka College,"23.735731619622754, 90.38374921026826",Shyamoli Square,"23.77483882749372, 90.36544631026956",4.77,4.77,,
Dhaka College,"23.735731619622754, 90.38374921026826",Signboard,"23.69196098222184, 90.48136792492541",14.46,14.5,,
Dhaka College,"23.735731619622754, 90.38374921026826",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",10.76,10.76,,
Dhaka College,"23.735731619622754, 90.38374921026826",Square Hospital,"23.75311200932124, 90.381378314238",2.25,2.25,,
Dhaka College,"23.735731619622754, 90.38374921026826",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",2.8,2.8,,
Dhaka College,"23.735731619622754, 90.38374921026826",Sutrapur,"23.712143135744196, 90.41996290601092",5.75,5.81,,
Dhaka College,"23.735731619622754, 90.38374921026826",Tajmahal Road,"23.76483026537131, 90.36213213725384",4.57,4.57,,
Dhaka College,"23.735731619622754, 90.38374921026826",Tara Masjid,"23.716170089051165, 90.40181039294609",3.78,3.78,,
Dhaka College,"23.735731619622754, 90.38374921026826",Technical,"23.78149787280003, 90.35246112771259",6.48,6.48,,
Dhaka College,"23.735731619622754, 90.38374921026826",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",3.24,3.24,,
Dhaka College,"23.735731619622754, 90.38374921026826",Tejturi Bazar,"23.75623497189328, 90.39215451399026",3.48,3.48,,
Dhaka College,"23.735731619622754, 90.38374921026826",Town Hall,"23.759739816492644, 90.36581120314878",4.27,4.27,,
Dhaka College,"23.735731619622754, 90.38374921026826",Ulon,"23.763986452595397, 90.41828430393944",6.03,6.03,,
Dhaka College,"23.735731619622754, 90.38374921026826",Wapda,"23.724329299083337, 90.42172598970535",5.63,5.63,,
Dhaka College,"23.735731619622754, 90.38374921026826",Wari,"23.717804321750464, 90.41799751045865",5.92,6.01,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",4.91,4.91,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",6.48,6.48,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",4.54,4.54,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",4.87,4.87,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",4.44,4.44,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",5.03,5.03,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",6.36,6.36,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",5.13,5.13,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",6.04,6.04,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",5.33,5.33,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",3.11,3.11,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",3.35,3.35,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",3.42,3.42,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",3.95,3.95,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",3.29,3.29,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",4.56,4.56,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",3.34,3.34,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",4.48,4.48,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",3.43,3.43,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",4.42,4.42,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",3.53,3.53,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",4.32,4.32,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",3.7,3.7,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",4.44,4.44,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",3.78,3.78,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",4.69,4.69,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",DIT Project,"23.773401431652626, 90.42539669118638",7.07,7.07,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Donia,"23.70373276674018, 90.44888702333212",6.52,6.57,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",East Rampura,"23.760466063044532, 90.42019006001247",5.84,5.84,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",East West University,"23.768805486749752, 90.42546167958218",8.56,8.56,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",New Eskaton,"23.74718832521819, 90.39926359648726",5.17,5.17,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Fakirapool,"23.732659171031635, 90.41697754122195",2.79,2.79,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Farmgate,"23.756173521829375, 90.38704401820739",4.42,4.42,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Golapbagh,"23.718521712715287, 90.42874810241406",4.55,4.55,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Green Road,"23.74918962367928, 90.38642243725327",3.94,3.94,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Gulshan 1,"23.782041809012444, 90.41583890444907",8.18,8.18,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Hatirjheel,"23.76902204182111, 90.42262363725398",8.11,8.11,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",3.25,3.25,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Islampur,"23.71111601031198, 90.4054698660879",3.03,3.03,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Jagannath University,"23.708881117200264, 90.41038871597911",3.61,3.61,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Japan Garden City,"23.764672297272995, 90.35849825973594",7.94,7.94,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Jatrabari,"23.711063418981738, 90.43385801072442",4.8,4.94,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",3.79,3.79,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Kakrail,"23.7387925105459, 90.40645995663675",2.4,2.45,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Kalabagan,"23.74959719710081, 90.3830759033639",4.4,4.4,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Kamal Ataturk,"23.794078210371698, 90.40521536212151",9.99,9.99,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Kamalapur,"23.733821343489772, 90.42606349885396",4.34,4.34,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Khilgaon,"23.75084886751309, 90.42072538370277",5.49,5.49,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Kuril,"23.819103914136477, 90.42182338455416",14.43,14.43,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Lalmatia,"23.756310855321406, 90.36826726840225",6.34,6.34,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Linked Road,"23.74588618408847, 90.39368209492494",2.75,2.75,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Madani Avenue,"23.796522119458537, 90.41892630380953",10.83,10.83,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Malibagh,"23.748206666885658, 90.41264211577844",4.39,4.39,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mitford Hospital,"23.710241130066684, 90.40146387971537",3.13,3.13,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Moghbazar,"23.749429419450692, 90.40863148744401",3.95,3.95,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohakhali,"23.777854677596434, 90.40604839490996",7.51,7.51,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.2,8.2,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",7.4,7.4,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",8.21,8.21,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohammadpur,"23.7663733521534, 90.35838993349377",8.13,8.13,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Mohanogor Project,"23.76520526494669, 90.41386759492562",6.28,6.28,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Motijheel,"23.73295803071134, 90.41707926909248",2.8,2.8,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Nabinagar Housing,"23.75914645303138, 90.34560142302898",9.15,9.15,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Nakhalpara,"23.770702222003415, 90.39587895540527",6.28,6.28,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Narinda,"23.710683127844753, 90.4205271484302",4.05,4.05,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Naya Paltan,"23.73459027801036, 90.41371487931436",2.8,2.8,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Niketan,"23.773793555853857, 90.41078375783205",7.29,7.29,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Noor jahan Road,"23.760621916497936, 90.36176280206402",8.07,7.55,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",North South University,"23.815277538796973, 90.42547076424017",16.06,16.06,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Notun Bazar,"23.79749348795045, 90.4237139801499",10.42,10.42,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Police Plaza,"23.774242477535278, 90.41598794811036",7.24,7.24,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Postogola,"23.693064987141877, 90.43013918400378",7.89,7.89,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Press Club,"23.709590036781186, 90.42796922218056",4.89,4.92,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Rampura,"23.760873486392178, 90.42061036978188",5.89,5.89,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Sadarghat,"23.704920230821113, 90.41629392880428",4.41,4.41,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Satrasta,"23.75768943973771, 90.39889324889458",4.3,4.3,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",4.41,4.41,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shahidbagh,"23.742568085752026, 90.42000928276717",3.84,3.78,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shahjadpur,"23.791699886032266, 90.42491413547074",11.07,11.07,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shahjahanpur,"23.744426914931378, 90.42353959302136",4.14,4.06,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shakhari Bazar,"23.710126004019056, 90.40968349492377",3.69,3.69,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shankar,"23.750878640826883, 90.36846011026877",6.22,6.22,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shantibagh,"23.74526768465952, 90.41855520857388",3.89,5.04,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shapla Chattar,"23.726744038603808, 90.42164096026795",3.0,3.0,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shegunbagicha,"23.73366168283537, 90.40729600827689",1.82,1.82,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shobujbagh,"23.738909741056833, 90.42960696421137",5.54,5.54,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Shyamoli,"23.77090557917849, 90.36384806528564",7.78,7.78,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Square Hospital,"23.75311200932124, 90.381378314238",4.36,4.36,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",3.19,3.19,,
Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",Sutrapur,"23.712143135744196, 90.41996290601092",3.97,4.03,,
