pickup_hex_9,dropoff_hex_9,ride_count
893cf13b66bffff,893cf13b607ffff,1
893cf13b66fffff,893cf139687ffff,1
893cf13b66fffff,893cf1394cfffff,1
893cf13b66fffff,893cf13948fffff,1
893cf13b66fffff,893cf139453ffff,1
893cf13b66fffff,893cf10cc3bffff,1
893cf13b66fffff,893cf10cc2fffff,1
893cf13b66fffff,893cf105833ffff,1
893cf13b66bffff,893cf176563ffff,1
893cf13b66bffff,893cf1764c7ffff,1
893cf13b66bffff,893cf17607bffff,1
893cf13b66fffff,893cf13b25bffff,1
893cf13b65bffff,893cf1760afffff,1
893cf13b65bffff,893cf13b677ffff,1
893cf13b65bffff,893cf13b3d7ffff,1
893cf13b65bffff,893cf13b383ffff,1
893cf13b65bffff,893cf13b2c7ffff,1
893cf13b65bffff,893cf13b2a7ffff,1
893cf13b65bffff,893cf13b27bffff,1
893cf13b65bffff,893cf13b273ffff,1
893cf13b65bffff,893cf13b257ffff,1
893cf13b663ffff,893cf176597ffff,1
893cf13b65bffff,893cf13b20bffff,1
893cf13b65bffff,893cf13b0b3ffff,1
893cf13b65bffff,893cf13b063ffff,1
893cf13b65bffff,893cf13b037ffff,1
893cf13b65bffff,893cf13b02fffff,1
893cf13b65bffff,893cf13b02bffff,1
893cf13b65bffff,893cf1396b3ffff,1
893cf13b65bffff,893cf1392d3ffff,1
893cf13b65bffff,893cf10ed0fffff,1
893cf13b65bffff,893cf10ebcfffff,1
893cf13b65bffff,893cf13b23bffff,1
893cf13b663ffff,893cf17652fffff,1
893cf13b663ffff,893cf176413ffff,1
893cf13b663ffff,893cf1763b7ffff,1
893cf13b663ffff,893cf1761c7ffff,1
893cf13b663ffff,893cf13b2a7ffff,1
893cf13b663ffff,893cf1394dbffff,1
893cf13b663ffff,893cf13945bffff,1
893cf13b663ffff,893cf139447ffff,1
893cf13b663ffff,893cf139443ffff,1
893cf13b65bffff,893cf176387ffff,1
893cf13b663ffff,893cf10cd27ffff,1
893cf13b663ffff,893cf10cd07ffff,1
893cf13b663ffff,893cf10cd03ffff,1
893cf13b663ffff,893cf10cc13ffff,1
893cf13b663ffff,893cf105b17ffff,1
893cf13b663ffff,893cf105b03ffff,1
893cf13b663ffff,893cf105a4bffff,1
893cf13b65bffff,893cf176e8bffff,1
893cf13b65bffff,893cf176573ffff,1
893cf13b65bffff,893cf176503ffff,1
893cf13b663ffff,893cf10e9bbffff,1
893cf13b683ffff,893cf10cbd3ffff,1
893cf13b683ffff,893cf10caa3ffff,1
893cf13b683ffff,893cf10ca93ffff,1
893cf13b683ffff,893cf10c97bffff,1
893cf13b683ffff,893cf10c91bffff,1
893cf13b683ffff,893cf105c6bffff,1
893cf13b683ffff,893cf10580fffff,1
893cf13b67bffff,893cf1765dbffff,1
893cf13b67bffff,893cf176597ffff,1
893cf13b673ffff,893cf10ccdbffff,1
893cf13b67bffff,893cf176577ffff,1
893cf13b67bffff,893cf1764a3ffff,1
893cf13b67bffff,893cf176423ffff,1
893cf13b67bffff,893cf1760bbffff,1
893cf13b67bffff,893cf13b62fffff,1
893cf13b67bffff,893cf13b26fffff,1
893cf13b67bffff,893cf13b263ffff,1
893cf13b67bffff,893cf13b257ffff,1
893cf13b67bffff,893cf13b0b3ffff,1
893cf13b67bffff,893cf176583ffff,1
893cf13b687ffff,893cf105b6fffff,1
893cf13b687ffff,893cf105b03ffff,1
893cf13b687ffff,893cf10590bffff,1
893cf13b687ffff,893cf10583bffff,1
893cf13b687ffff,893cf105837ffff,1
893cf13b687ffff,893cf105807ffff,1
893cf13b683ffff,893cf176577ffff,1
893cf13b683ffff,893cf17649bffff,1
893cf13b683ffff,893cf13b1cfffff,1
893cf13b683ffff,893cf10cc87ffff,1
893cf13b683ffff,893cf13b04fffff,1
893cf13b683ffff,893cf13b02bffff,1
893cf13b683ffff,893cf1396cbffff,1
893cf13b683ffff,893cf1394d7ffff,1
893cf13b683ffff,893cf139443ffff,1
893cf13b683ffff,893cf114b2bffff,1
893cf13b683ffff,893cf10eb97ffff,1
893cf13b683ffff,893cf10ea27ffff,1
893cf13b683ffff,893cf10ea23ffff,1
893cf13b683ffff,893cf10e4dbffff,1
893cf13b683ffff,893cf13b11bffff,1
893cf13b677ffff,893cf10eba3ffff,1
893cf13b677ffff,893cf10e9bbffff,1
893cf13b677ffff,893cf10e993ffff,1
893cf13b677ffff,893cf10e877ffff,1
893cf13b677ffff,893cf10e833ffff,1
893cf13b677ffff,893cf10ceafffff,1
893cf13b677ffff,893cf10ce43ffff,1
893cf13b677ffff,893cf10c98bffff,1
893cf13b677ffff,893cf10c893ffff,1
893cf13b67bffff,893cf13b02bffff,1
893cf13b677ffff,893cf105ac3ffff,1
893cf13b677ffff,893cf1058b3ffff,1
893cf13b677ffff,893cf105833ffff,1
893cf13b673ffff,893cf17658bffff,1
893cf13b673ffff,893cf13b633ffff,1
893cf13b673ffff,893cf1394d3ffff,1
893cf13b673ffff,893cf10e917ffff,1
893cf13b673ffff,893cf10ce77ffff,1
893cf13b673ffff,893cf10cdc3ffff,1
893cf13b673ffff,893cf10cd37ffff,1
893cf13b677ffff,893cf105b7bffff,1
893cf13b67bffff,893cf139597ffff,1
893cf13b67bffff,893cf139447ffff,1
893cf13b67bffff,893cf139443ffff,1
893cf13b67bffff,893cf1392c7ffff,1
893cf13b67bffff,893cf10e9bbffff,1
893cf13b67bffff,893cf10e993ffff,1
893cf13b67bffff,893cf10cd03ffff,1
893cf13b67bffff,893cf10cc77ffff,1
893cf13b67bffff,893cf10cbdbffff,1
893cf13b677ffff,893cf1394d3ffff,1
893cf13b67bffff,893cf10ca8bffff,1
893cf13b67bffff,893cf10c99bffff,1
893cf13b67bffff,893cf105b8bffff,1
893cf13b67bffff,893cf10580fffff,1
893cf13b677ffff,893cf17654fffff,1
893cf13b677ffff,893cf1763a3ffff,1
893cf13b677ffff,893cf13b54bffff,1
893cf13b677ffff,893cf13b393ffff,1
893cf13b677ffff,893cf13b383ffff,1
893cf13b677ffff,893cf13b227ffff,1
893cf13b67bffff,893cf10cb2fffff,1
893cf13b637ffff,893cf10e9b3ffff,1
893cf13b637ffff,893cf10c99bffff,1
893cf13b637ffff,893cf100b97ffff,1
893cf13b633ffff,893cf176e0bffff,1
893cf13b633ffff,893cf17656bffff,1
893cf13b633ffff,893cf176563ffff,1
893cf13b633ffff,893cf17652bffff,1
893cf13b633ffff,893cf1764c7ffff,1
893cf13b633ffff,893cf1764bbffff,1
893cf13b65bffff,893cf10eaa7ffff,1
893cf13b633ffff,893cf1760bbffff,1
893cf13b633ffff,893cf1760b3ffff,1
893cf13b633ffff,893cf13b6a3ffff,1
893cf13b633ffff,893cf13b383ffff,1
893cf13b633ffff,893cf13b34bffff,1
893cf13b633ffff,893cf13b2cfffff,1
893cf13b633ffff,893cf13b2abffff,1
893cf13b633ffff,893cf13b247ffff,1
893cf13b633ffff,893cf13b143ffff,1
893cf13b633ffff,893cf176393ffff,1
893cf13b643ffff,893cf10ce2fffff,1
893cf13b643ffff,893cf10cdbbffff,1
893cf13b643ffff,893cf10cdb7ffff,1
893cf13b643ffff,893cf10cc67ffff,1
893cf13b643ffff,893cf10cc47ffff,1
893cf13b643ffff,893cf10ca27ffff,1
893cf13b643ffff,893cf10ca03ffff,1
893cf13b643ffff,893cf10c9abffff,1
893cf13b643ffff,893cf10c99bffff,1
893cf13b637ffff,893cf1392dbffff,1
893cf13b643ffff,893cf10c90fffff,1
893cf13b643ffff,893cf10c82fffff,1
893cf13b643ffff,893cf105b73ffff,1
893cf13b63bffff,893cf176553ffff,1
893cf13b63bffff,893cf1764cfffff,1
893cf13b63bffff,893cf13800fffff,1
893cf13b63bffff,893cf10e9cfffff,1
893cf13b63bffff,893cf10c8d3ffff,1
893cf13b637ffff,893cf13969bffff,1
893cf13b637ffff,893cf13964bffff,1
893cf13b643ffff,893cf10c973ffff,1
893cf13b633ffff,893cf10cea3ffff,1
893cf13b633ffff,893cf10ce77ffff,1
893cf13b633ffff,893cf10ce07ffff,1
893cf13b633ffff,893cf10cdc3ffff,1
893cf13b633ffff,893cf10cdb3ffff,1
893cf13b633ffff,893cf10cd73ffff,1
893cf13b633ffff,893cf10cd3bffff,1
893cf13b633ffff,893cf10cd13ffff,1
893cf13b633ffff,893cf10cd0fffff,1
893cf13b633ffff,893cf13b053ffff,1
893cf13b633ffff,893cf10cc97ffff,1
893cf13b633ffff,893cf10cc73ffff,1
893cf13b633ffff,893cf10cc0bffff,1
893cf13b633ffff,893cf10cbd7ffff,1
893cf13b633ffff,893cf10cbcfffff,1
893cf13b633ffff,893cf10cabbffff,1
893cf13b633ffff,893cf10cab3ffff,1
893cf13b633ffff,893cf10ca8bffff,1
893cf13b633ffff,893cf10ca67ffff,1
893cf13b633ffff,893cf10ca63ffff,1
893cf13b633ffff,893cf10cd03ffff,1
893cf13b633ffff,893cf1396abffff,1
893cf13b633ffff,893cf1394dbffff,1
893cf13b633ffff,893cf13948bffff,1
893cf13b633ffff,893cf13944bffff,1
893cf13b633ffff,893cf1392c3ffff,1
893cf13b633ffff,893cf139297ffff,1
893cf13b633ffff,893cf13906bffff,1
893cf13b633ffff,893cf10ed97ffff,1
893cf13b633ffff,893cf10ed73ffff,1
893cf13b633ffff,893cf10cebbffff,1
893cf13b633ffff,893cf10ed2bffff,1
893cf13b633ffff,893cf10ebc7ffff,1
893cf13b633ffff,893cf10ebafffff,1
893cf13b633ffff,893cf10eb5bffff,1
893cf13b633ffff,893cf10eb3bffff,1
893cf13b633ffff,893cf10eaa7ffff,1
893cf13b633ffff,893cf10e993ffff,1
893cf13b633ffff,893cf10e973ffff,1
893cf13b633ffff,893cf10e86fffff,1
893cf13b633ffff,893cf10e82bffff,1
893cf13b633ffff,893cf10ed4fffff,1
893cf13b65bffff,893cf10c1a3ffff,1
893cf13b65bffff,893cf105b73ffff,1
893cf13b657ffff,893cf176483ffff,1
893cf13b657ffff,893cf1394dbffff,1
893cf13b653ffff,893cf176583ffff,1
893cf13b653ffff,893cf17654fffff,1
893cf13b653ffff,893cf176457ffff,1
893cf13b653ffff,893cf13b653ffff,1
893cf13b653ffff,893cf13b557ffff,1
893cf13b643ffff,893cf10ea37ffff,1
893cf13b653ffff,893cf13b2cfffff,1
893cf13b653ffff,893cf13b277ffff,1
893cf13b653ffff,893cf13b20bffff,1
893cf13b653ffff,893cf13b0b3ffff,1
893cf13b653ffff,893cf13b0abffff,1
893cf13b653ffff,893cf13b077ffff,1
893cf13b653ffff,893cf13b047ffff,1
893cf13b653ffff,893cf13948fffff,1
893cf13b653ffff,893cf13948bffff,1
893cf13b653ffff,893cf13944fffff,1
893cf13b653ffff,893cf13b3b3ffff,1
893cf13b65bffff,893cf10ea37ffff,1
893cf13b65bffff,893cf10e9dbffff,1
893cf13b65bffff,893cf10e877ffff,1
893cf13b65bffff,893cf10e827ffff,1
893cf13b65bffff,893cf10ce77ffff,1
893cf13b65bffff,893cf10ce27ffff,1
893cf13b65bffff,893cf10ce13ffff,1
893cf13b65bffff,893cf10cdd3ffff,1
893cf13b65bffff,893cf10cc47ffff,1
893cf13b65bffff,893cf10c90fffff,1
893cf13b65bffff,893cf10cbb7ffff,1
893cf13b65bffff,893cf10cb8bffff,1
893cf13b65bffff,893cf10cb5bffff,1
893cf13b65bffff,893cf10ca03ffff,1
893cf13b65bffff,893cf10c9d3ffff,1
893cf13b65bffff,893cf10c9c3ffff,1
893cf13b65bffff,893cf10c9abffff,1
893cf13b65bffff,893cf10c973ffff,1
893cf13b65bffff,893cf10c92fffff,1
893cf13b65bffff,893cf10c91bffff,1
893cf13b65bffff,893cf10cbd7ffff,1
893cf13b64bffff,893cf17654bffff,1
893cf13b64bffff,893cf1764d7ffff,1
893cf13b64bffff,893cf17615bffff,1
893cf13b64bffff,893cf1760bbffff,1
893cf13b64bffff,893cf13b553ffff,1
893cf13b64bffff,893cf1396c3ffff,1
893cf13b64bffff,893cf10c933ffff,1
893cf13b64bffff,893cf105d47ffff,1
893cf13b647ffff,893cf176aa3ffff,1
893cf13b653ffff,893cf13941bffff,1
893cf13b643ffff,893cf17659bffff,1
893cf13b643ffff,893cf17654bffff,1
893cf13b643ffff,893cf17651bffff,1
893cf13b643ffff,893cf176333ffff,1
893cf13b643ffff,893cf1761cbffff,1
893cf13b643ffff,893cf1760b3ffff,1
893cf13b643ffff,893cf17607bffff,1
893cf13b643ffff,893cf13b54bffff,1
893cf13b643ffff,893cf1396b3ffff,1
893cf13b643ffff,893cf1390c3ffff,1
893cf13b647ffff,893cf176453ffff,1
893cf13b653ffff,893cf13868bffff,1
893cf13b653ffff,893cf1382c3ffff,1
893cf13b653ffff,893cf10eb8bffff,1
893cf13b653ffff,893cf10e9cbffff,1
893cf13b653ffff,893cf10e917ffff,1
893cf13b653ffff,893cf10ceabffff,1
893cf13b653ffff,893cf10cc67ffff,1
893cf13b653ffff,893cf10cb33ffff,1
893cf13b653ffff,893cf10cacfffff,1
893cf13b64bffff,893cf176587ffff,1
893cf13b653ffff,893cf10ca67ffff,1
893cf13b653ffff,893cf10ca13ffff,1
893cf13b653ffff,893cf10c9bbffff,1
893cf13b653ffff,893cf10c997ffff,1
893cf13b653ffff,893cf10c84bffff,1
893cf13b653ffff,893cf105b73ffff,1
893cf13b653ffff,893cf105a4bffff,1
893cf13b64fffff,893cf13964fffff,1
893cf13b64fffff,893cf10cbc7ffff,1
893cf13b64bffff,89754e64993ffff,1
893cf13b653ffff,893cf10cab3ffff,1
893cf13b6b3ffff,893cf139057ffff,1
893cf13b6b3ffff,893cf13838fffff,1
893cf13b6b3ffff,893cf12a40bffff,1
893cf13b6b3ffff,893cf11646bffff,1
893cf13b6b3ffff,893cf10ed6bffff,1
893cf13b6b3ffff,893cf10ebd7ffff,1
893cf13b6b3ffff,893cf10eb53ffff,1
893cf13b6b3ffff,893cf10eb47ffff,1
893cf13b6b3ffff,893cf10eb03ffff,1
893cf13b687ffff,893cf105ca7ffff,1
893cf13b6b3ffff,893cf10ce77ffff,1
893cf13b6b3ffff,893cf10cd8bffff,1
893cf13b6b3ffff,893cf10cd6fffff,1
893cf13b6b3ffff,893cf10cd3bffff,1
893cf13b6b3ffff,893cf10cccbffff,1
893cf13b6b3ffff,893cf10ccb3ffff,1
893cf13b6b3ffff,893cf10cb73ffff,1
893cf13b6b3ffff,893cf10cb57ffff,1
893cf13b6b3ffff,893cf10cb47ffff,1
893cf13b6b3ffff,893cf10e9c3ffff,1
893cf13b6b3ffff,893cf13b2b7ffff,1
893cf13b6b3ffff,893cf13b2a3ffff,1
893cf13b6b3ffff,893cf13b28bffff,1
893cf13b6b3ffff,893cf13b26bffff,1
893cf13b6b3ffff,893cf13b263ffff,1
893cf13b6b3ffff,893cf13b253ffff,1
893cf13b6b3ffff,893cf13b24bffff,1
893cf13b6b3ffff,893cf13b247ffff,1
893cf13b6b3ffff,893cf13b1cfffff,1
893cf13b6b3ffff,893cf1390c3ffff,1
893cf13b6b3ffff,893cf13b14fffff,1
893cf13b6b3ffff,893cf13b087ffff,1
893cf13b6b3ffff,893cf1396c3ffff,1
893cf13b6b3ffff,893cf1396abffff,1
893cf13b6b3ffff,893cf1396a3ffff,1
893cf13b6b3ffff,893cf13968fffff,1
893cf13b6b3ffff,893cf13959bffff,1
893cf13b6b3ffff,893cf1394d7ffff,1
893cf13b6b3ffff,893cf1394cfffff,1
893cf13b6b3ffff,893cf139447ffff,1
893cf13b6b3ffff,893cf13b173ffff,1
893cf13b6b3ffff,893cf105827ffff,1
893cf13b6afffff,893cf1764a3ffff,1
893cf13b6afffff,893cf176407ffff,1
893cf13b6afffff,893cf13b243ffff,1
893cf13b6afffff,893cf13969bffff,1
893cf13b6afffff,893cf1392d3ffff,1
893cf13b6afffff,893cf10eb63ffff,1
893cf13b6afffff,893cf10e9bbffff,1
893cf13b6afffff,893cf10e983ffff,1
893cf13b6b3ffff,893cf10cb27ffff,1
893cf13b6afffff,893cf10cbcfffff,1
893cf13b6afffff,893cf10c92fffff,1
893cf13b6afffff,893cf10c91bffff,1
893cf13b6afffff,893cf105b73ffff,1
893cf13b6abffff,893cf176477ffff,1
893cf13b6abffff,893cf176423ffff,1
893cf13b6abffff,893cf1761cbffff,1
893cf13b6abffff,893cf17615bffff,1
893cf13b6abffff,893cf176103ffff,1
893cf13b6abffff,893cf1760bbffff,1
893cf13b6afffff,893cf10ccd7ffff,1
893cf13b6b3ffff,893cf10ca53ffff,1
893cf13b6b3ffff,893cf10ca2fffff,1
893cf13b6b3ffff,893cf10ca2bffff,1
893cf13b6b3ffff,893cf10ca1bffff,1
893cf13b6b3ffff,893cf10c9dbffff,1
893cf13b6b3ffff,893cf10c99bffff,1
893cf13b6b3ffff,893cf10c98bffff,1
893cf13b6b3ffff,893cf10c97bffff,1
893cf13b6b3ffff,893cf10c977ffff,1
893cf13b6b3ffff,893cf105837ffff,1
893cf13b6b3ffff,893cf10c937ffff,1
893cf13b6b3ffff,893cf10c927ffff,1
893cf13b6b3ffff,893cf10c91bffff,1
893cf13b6b3ffff,893cf10c917ffff,1
893cf13b6b3ffff,893cf10c463ffff,1
893cf13b6b3ffff,893cf105b7bffff,1
893cf13b6b3ffff,893cf10590bffff,1
893cf13b6b3ffff,893cf1058b3ffff,1
893cf13b6b3ffff,893cf10586fffff,1
893cf13b6b3ffff,893cf105867ffff,1
893cf13b6b3ffff,893cf10c93bffff,1
893cf13b6c3ffff,893cf1394dbffff,1
893cf13b6c3ffff,893cf139493ffff,1
893cf13b6c3ffff,893cf115123ffff,1
893cf13b6c3ffff,893cf10e9c3ffff,1
893cf13b6c3ffff,893cf10c91bffff,1
893cf13b6c3ffff,893cf105d67ffff,1
893cf13b6c3ffff,893cf105887ffff,1
893cf13b6c3ffff,893cf104ec7ffff,1
893cf13b6bbffff,893cf176a37ffff,1
893cf13b6b3ffff,893cf13b2cbffff,1
893cf13b6bbffff,893cf17649bffff,1
893cf13b6bbffff,893cf17602bffff,1
893cf13b6bbffff,893cf175a93ffff,1
893cf13b6bbffff,893cf13b3b3ffff,1
893cf13b6bbffff,893cf13b2afffff,1
893cf13b6bbffff,893cf13b26fffff,1
893cf13b6bbffff,893cf13b21bffff,1
893cf13b6bbffff,893cf13b217ffff,1
893cf13b6bbffff,893cf13b20fffff,1
893cf13b6bbffff,893cf13b0b3ffff,1
893cf13b6bbffff,893cf1764a3ffff,1
893cf13b6cbffff,893cf13925bffff,1
893cf13b6cbffff,893cf1384d3ffff,1
893cf13b6cbffff,893cf13120bffff,1
893cf13b6cbffff,893cf10eb6bffff,1
893cf13b6cbffff,893cf10e963ffff,1
893cf13b6cbffff,893cf10e807ffff,1
893cf13b6cbffff,893cf10cd8fffff,1
893cf13b6cbffff,893cf10cc97ffff,1
893cf13b6cbffff,893cf10cc8fffff,1
893cf13b6c3ffff,893cf13b0cfffff,1
893cf13b6cbffff,893cf10ca0fffff,1
893cf13b6cbffff,893cf10c9d7ffff,1
893cf13b6cbffff,893cf10c9bbffff,1
893cf13b6cbffff,893cf10c977ffff,1
893cf13b6cbffff,893cf10c90fffff,1
893cf13b6cbffff,893cf10c8d3ffff,1
893cf13b6cbffff,893cf10c893ffff,1
893cf13b6cbffff,893cf105b7bffff,1
893cf13b6cbffff,893cf10595bffff,1
893cf13b6c7ffff,893cf176b27ffff,1
893cf13b6cbffff,893cf10ca9bffff,1
893cf13b6bbffff,893cf10c823ffff,1
893cf13b6bbffff,893cf10c1a3ffff,1
893cf13b6bbffff,893cf105e73ffff,1
893cf13b6b7ffff,893cf10caafffff,1
893cf13b6b3ffff,893cf1766abffff,1
893cf13b6b3ffff,893cf176563ffff,1
893cf13b6b3ffff,893cf176527ffff,1
893cf13b6b3ffff,893cf1764d7ffff,1
893cf13b6b3ffff,893cf17648bffff,1
893cf13b6bbffff,893cf1396c3ffff,1
893cf13b6b3ffff,893cf1762b7ffff,1
893cf13b6b3ffff,893cf176143ffff,1
893cf13b6b3ffff,893cf17607bffff,1
893cf13b6b3ffff,893cf176073ffff,1
893cf13b6b3ffff,893cf174a57ffff,1
893cf13b6b3ffff,893cf13b633ffff,1
893cf13b6b3ffff,893cf13b59bffff,1
893cf13b6b3ffff,893cf13b38fffff,1
893cf13b6b3ffff,893cf13b35bffff,1
893cf13b6b3ffff,893cf13b2dbffff,1
893cf13b6b3ffff,893cf176383ffff,1
893cf13b6bbffff,893cf13961bffff,1
893cf13b6bbffff,893cf13941bffff,1
893cf13b6bbffff,893cf1390d7ffff,1
893cf13b6bbffff,893cf10ed73ffff,1
893cf13b6bbffff,893cf10ed2bffff,1
893cf13b6bbffff,893cf10ebd3ffff,1
893cf13b6bbffff,893cf10ebabffff,1
893cf13b6bbffff,893cf10eb33ffff,1
893cf13b6bbffff,893cf10e95bffff,1
893cf13b6bbffff,893cf10c8dbffff,1
893cf13b6bbffff,893cf10cbbbffff,1
893cf13b6bbffff,893cf10cb9bffff,1
893cf13b6bbffff,893cf10cb93ffff,1
893cf13b6bbffff,893cf10cb57ffff,1
893cf13b6bbffff,893cf10cb2bffff,1
893cf13b6bbffff,893cf10c9abffff,1
893cf13b6bbffff,893cf10c997ffff,1
893cf13b6bbffff,893cf10c96fffff,1
893cf13b6bbffff,893cf10c92bffff,1
893cf13b6bbffff,893cf10c90fffff,1
893cf13b6bbffff,893cf10ccc3ffff,1
893cf13b693ffff,893cf10cdc3ffff,1
893cf13b693ffff,893cf10cb87ffff,1
893cf13b693ffff,893cf10ca03ffff,1
893cf13b693ffff,893cf10c98bffff,1
893cf13b693ffff,893cf10c973ffff,1
893cf13b693ffff,893cf10c94fffff,1
893cf13b693ffff,893cf10c927ffff,1
893cf13b693ffff,893cf10c3afffff,1
893cf13b693ffff,893cf10581bffff,1
893cf13b6abffff,893cf13b557ffff,1
893cf13b68fffff,893cf176577ffff,1
893cf13b68fffff,893cf17652fffff,1
893cf13b68fffff,893cf176497ffff,1
893cf13b68fffff,893cf13b153ffff,1
893cf13b68fffff,893cf13b0bbffff,1
893cf13b68fffff,893cf13b06bffff,1
893cf13b68fffff,893cf13b04fffff,1
893cf13b68fffff,893cf10c9d7ffff,1
893cf13b68fffff,893cf10c97bffff,1
893cf13b693ffff,893cf10580fffff,1
893cf13b697ffff,893cf10ce77ffff,1
893cf13b697ffff,893cf10cd07ffff,1
893cf13b697ffff,893cf10c997ffff,1
893cf13b697ffff,893cf10c90fffff,1
893cf13b697ffff,893cf105943ffff,1
893cf13b693ffff,893cf176183ffff,1
893cf13b693ffff,893cf175997ffff,1
893cf13b693ffff,893cf13b66fffff,1
893cf13b693ffff,893cf13b607ffff,1
893cf13b693ffff,893cf10e847ffff,1
893cf13b693ffff,893cf13b2a7ffff,1
893cf13b693ffff,893cf13b273ffff,1
893cf13b693ffff,893cf13b14bffff,1
893cf13b693ffff,893cf13b0a7ffff,1
893cf13b693ffff,893cf13b077ffff,1
893cf13b693ffff,893cf13b007ffff,1
893cf13b693ffff,893cf13966bffff,1
893cf13b693ffff,893cf13961bffff,1
893cf13b693ffff,893cf1394d3ffff,1
893cf13b693ffff,893cf13924bffff,1
893cf13b693ffff,893cf13b54bffff,1
893cf13b687ffff,893cf1394dbffff,1
893cf13b687ffff,893cf1394cbffff,1
893cf13b687ffff,893cf13948fffff,1
893cf13b687ffff,893cf10ebc7ffff,1
893cf13b687ffff,893cf10eb63ffff,1
893cf13b687ffff,893cf10eb4fffff,1
893cf13b687ffff,893cf10eb17ffff,1
893cf13b687ffff,893cf10eb07ffff,1
893cf13b687ffff,893cf10ea23ffff,1
893cf13b68fffff,893cf10c963ffff,1
893cf13b687ffff,893cf10dd87ffff,1
893cf13b687ffff,893cf10d977ffff,1
893cf13b687ffff,893cf10ccc3ffff,1
893cf13b687ffff,893cf10cc67ffff,1
893cf13b687ffff,893cf10cbc3ffff,1
893cf13b687ffff,893cf10cb43ffff,1
893cf13b687ffff,893cf10ca93ffff,1
893cf13b687ffff,893cf10ca8bffff,1
893cf13b687ffff,893cf10ca17ffff,1
893cf13b687ffff,893cf10c887ffff,1
893cf13b687ffff,893cf10e95bffff,1
893cf13b68fffff,893cf10c86bffff,1
893cf13b68fffff,893cf10c1a3ffff,1
893cf13b68fffff,893cf105b73ffff,1
893cf13b68bffff,893cf176437ffff,1
893cf13b68bffff,893cf13b02bffff,1
893cf13b68bffff,893cf10cd4bffff,1
893cf13b68bffff,893cf10ccdbffff,1
893cf13b68bffff,893cf10c97bffff,1
893cf13b68bffff,893cf105b97ffff,1
893cf13b687ffff,893cf13968bffff,1
893cf13b687ffff,893cf1765cfffff,1
893cf13b687ffff,893cf1764c7ffff,1
893cf13b687ffff,893cf17648fffff,1
893cf13b687ffff,893cf176483ffff,1
893cf13b687ffff,893cf176157ffff,1
893cf13b687ffff,893cf17608bffff,1
893cf13b687ffff,893cf13b23bffff,1
893cf13b687ffff,893cf13b0c7ffff,1
893cf13b687ffff,893cf13b06bffff,1
893cf13b687ffff,893cf13969bffff,1
893cf13b68bffff,893cf105627ffff,1
893cf13b6abffff,893cf10cc47ffff,1
893cf13b6abffff,893cf10ca83ffff,1
893cf13b6abffff,893cf10ca73ffff,1
893cf13b6abffff,893cf10ca27ffff,1
893cf13b6abffff,893cf10ca13ffff,1
893cf13b6abffff,893cf10c9afffff,1
893cf13b6abffff,893cf10c97bffff,1
893cf13b6abffff,893cf10c973ffff,1
893cf13b6abffff,893cf10c927ffff,1
893cf13b697ffff,893cf10e993ffff,1
893cf13b6abffff,893cf10c1a3ffff,1
893cf13b6abffff,893cf10588fffff,1
893cf13b6abffff,893cf105817ffff,1
893cf13b6a7ffff,893cf176333ffff,1
893cf13b6a7ffff,893cf13b22fffff,1
893cf13b6a7ffff,893cf13b11bffff,1
893cf13b6a7ffff,893cf13b0a7ffff,1
893cf13b6a7ffff,893cf139637ffff,1
893cf13b6a7ffff,893cf10ed73ffff,1
893cf13b6a7ffff,893cf10e9c3ffff,1
893cf13b6abffff,893cf10c1afffff,1
893cf13b6abffff,893cf13b453ffff,1
893cf13b6abffff,893cf13b2cfffff,1
893cf13b6abffff,893cf13b253ffff,1
893cf13b6abffff,893cf13b243ffff,1
893cf13b6abffff,893cf13b12bffff,1
893cf13b6abffff,893cf13b047ffff,1
893cf13b6abffff,893cf1396abffff,1
893cf13b6abffff,893cf139663ffff,1
893cf13b6abffff,893cf13961bffff,1
893cf13b6abffff,893cf10cccbffff,1
893cf13b6abffff,893cf1394d3ffff,1
893cf13b6abffff,893cf139443ffff,1
893cf13b6abffff,893cf10ed63ffff,1
893cf13b6abffff,893cf10ed43ffff,1
893cf13b6abffff,893cf10ed0fffff,1
893cf13b6abffff,893cf10ebcbffff,1
893cf13b6abffff,893cf10e993ffff,1
893cf13b6abffff,893cf10e953ffff,1
893cf13b6abffff,893cf10ce1bffff,1
893cf13b6abffff,893cf10ccd7ffff,1
893cf13b6abffff,893cf139617ffff,1
893cf13b6a3ffff,893cf10ce63ffff,1
893cf13b6a3ffff,893cf10cd67ffff,1
893cf13b6a3ffff,893cf10cd4bffff,1
893cf13b6a3ffff,893cf10cbd7ffff,1
893cf13b6a3ffff,893cf10c9bbffff,1
893cf13b6a3ffff,893cf10c99bffff,1
893cf13b6a3ffff,893cf10c97bffff,1
893cf13b6a3ffff,893cf10c92bffff,1
893cf13b6a3ffff,893cf106a53ffff,1
893cf13b6a7ffff,893cf10c8c3ffff,1
893cf13b6a3ffff,893cf10558bffff,1
893cf13b69bffff,893cf17607bffff,1
893cf13b69bffff,893cf13b04fffff,1
893cf13b69bffff,893cf1394dbffff,1
893cf13b69bffff,893cf139483ffff,1
893cf13b69bffff,893cf10eb07ffff,1
893cf13b69bffff,893cf10cc7bffff,1
893cf13b69bffff,893cf10c187ffff,1
893cf13b697ffff,893cf13b1cbffff,1
