Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike,pickup_hex8,destination_hex8,pickup_hex8_lat,pickup_hex8_lon,destination_hex8_lat,destination_hex8_lon
Mirpur 1,"23.799924575462516, 90.35540223205751",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",10.19,10.19,,,883cf10ea3fffff,883cf10ca7fffff,23.798714458563694,90.35326159654097,23.738629187547115,90.37813139390511
Mirpur 1,"23.799924575462516, 90.35540223205751",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",7.99,7.99,,,883cf10ea3fffff,883cf10cb9fffff,23.798714458563694,90.35326159654097,23.76042092782806,90.39390227519722
Mirpur 1,"23.799924575462516, 90.35540223205751",Tejturi Bazar,"23.75623497189328, 90.39215451399026",8.23,8.23,,,883cf10ea3fffff,883cf10cbdfffff,23.798714458563694,90.35326159654097,23.753157519825887,90.3886449653357
Mirpur 10,"23.80719467382045, 90.36908602159754",Mohakhali,"23.777854677596434, 90.40604839490996",8.11,8.11,,,883cf10eb1fffff,883cf10c91fffff,23.805694352489212,90.36807957086397,23.774946225704827,90.40441794294416
Mirpur 10,"23.80719467382045, 90.36908602159754",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",5.85,5.85,,,883cf10eb1fffff,883cf10c99fffff,23.805694352489212,90.36807957086397,23.782492961011723,90.40011446771334
Mirpur 10,"23.80719467382045, 90.36908602159754",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",8.48,8.48,,,883cf10eb1fffff,883cf10ce1fffff,23.805694352489212,90.36807957086397,23.76155438552596,90.35566136491687
Mirpur 10,"23.80719467382045, 90.36908602159754",Mohammadpur,"23.7663733521534, 90.35838993349377",7.94,7.94,,,883cf10eb1fffff,883cf10cebfffff,23.805694352489212,90.36807957086397,23.768818065694155,90.36091744346868
Mirpur 10,"23.80719467382045, 90.36908602159754",Motijheel,"23.73295803071134, 90.41707926909248",11.39,11.39,,,883cf10eb1fffff,883cf17657fffff,23.805694352489212,90.36807957086397,23.72993788598881,90.42067468476998
Mirpur 10,"23.80719467382045, 90.36908602159754",Nakhalpara,"23.770702222003415, 90.39587895540527",6.77,6.77,,,883cf10eb1fffff,883cf10c95fffff,23.805694352489212,90.36807957086397,23.76768382991121,90.39915993441795
Mirpur 10,"23.80719467382045, 90.36908602159754",New market,"23.733306698256296, 90.38374538295768",10.79,10.79,,,883cf10eb1fffff,883cf1764dfffff,23.805694352489212,90.36807957086397,23.731080182872354,90.38243448248184
Mirpur 10,"23.80719467382045, 90.36908602159754",Niketan,"23.773793555853857, 90.41078375783205",9.39,9.39,,,883cf10eb1fffff,883cf10c93fffff,23.805694352489212,90.36807957086397,23.774660976459952,90.41397966107493
Mirpur 10,"23.80719467382045, 90.36908602159754",Nikunja 1,"23.8236800918188, 90.41841129675434",9.0,9.0,,,883cf10eb1fffff,883cf13b0bfffff,23.805694352489212,90.36807957086397,23.826340232581625,90.42210566233307
